IMEI;Служебное описание;Тип соединения;Адрес;Статус;Сервер;Адрес сервера;Прошивка;Плата;Интерфейс;SIM-карта;Тел. номер;Тел. номер 2;  Последний выход на связь  ;Тип устройства;Рассылка;Уровень сигнала
356495043918681;Москва, ул. Авиационная, д.68, к.3;IP;172.16.1.3:35020;1;+;192.168.0.48:4999;211.1;02.0;485;1;79258030964;;Thu Dec 17 18:13:37 MSK 2020;ATM2;;14
358799041617056;Москва, ул. Смольная, д.7 Ввод1;IP;172.16.1.3:35513;1;+;192.168.0.251:4999;205.0;-;-;1;79250988618;;Fri Dec 18 09:42:20 MSK 2020;ATM2;;21
356495043939331;Москва, ул. Тимура Фрунзе, д.20А;IP;172.16.1.3:35111;1;+;192.168.1.16:4999;212.8;02.0;485;1;79258024427;;Fri Dec 18 05:59:42 MSK 2020;ATM2;;8
356495043914615;Москва, пр-д Неманский, д.9 Ввод1;IP;172.16.1.3:35505;1;+;192.168.2.51:4999;212.8;02.0;485;1;79250988521;;Thu Dec 17 22:48:43 MSK 2020;ATM2;;28
358799041590089;Москва, ш. Рублевское, д.16 к.1 Ввод1;IP;172.16.1.3:35440;1;+;192.168.1.145:4999;205.0;-;-;1;79250957591;;Fri Dec 18 10:19:42 MSK 2020;ATM2;;7
353437063793886;Вологда, ул. Предтеченская, д.33 ВРУ-1 Ввод 1;IP;172.16.1.3:35504;1;+;192.168.3.33:4999;212.8;02.0;485;1;79259099023;;Fri Dec 18 00:55:42 MSK 2020;ATM2;;11
353437067555687;Волжский, ул. Мира, д.71, Ввод 1 ТП 263;IP;172.16.1.3:35047;1;+;192.168.1.21:4999;212.8;02.0;485;1;79258024456;;Fri Dec 18 01:13:42 MSK 2020;ATM2;;17
358799041726618;Москва, ул. Толбухина, д.8 к.1;IP;172.16.1.3:35502;1;+;192.168.0.175:4999;205.0;-;-;1;;;Fri Dec 18 10:16:28 MSK 2020;ATM2;;17
358799041736203;Москва, пр-д Новотушинский, д.8, к.1 Ввод 1;IP;172.16.1.3:35514;1;+;192.168.1.72:4999;205.0;-;-;1;;;Fri Dec 18 10:30:31 MSK 2020;ATM2;;12
356495043444530;Москва, ш. Щелковское, д.79, к.2 Ввод 2;IP;172.16.1.3:35511;1;+;192.168.2.91:4999;212.8;02.0;485;1;;;Fri Dec 18 04:51:43 MSK 2020;ATM2;;7
358799041590402;Москва, б-р Зубовский, д.13, стр.1 Ввод1;IP;172.16.1.3:35512;1;+;192.168.1.2:4999;205.0;-;-;1;79250957608;;Fri Dec 18 10:28:50 MSK 2020;ATM2;;13
353437069598453;Ставрополь, пр-т Кулакова, д.7 ТП-415 Ввод 1 яч. 3;IP;172.16.1.3:35237;1;+;192.168.0.215:4999;212.8;02.0;485;1;79258030572;;Fri Dec 18 01:19:40 MSK 2020;ATM2;;27
358799041736641;Москва, ул. 2-ая ул. Марьиной рощи, д.10/14;IP;172.16.1.3:35040;1;+;192.168.1.225:4999;205.0;-;-;1;;;Fri Dec 18 09:40:48 MSK 2020;ATM2;;31
356495043972407;Москва, ул. Кузнецкий мост, д.9/10;IP;172.16.1.3:35419;1;+;192.168.2.109:4999;212.8;02.0;485;1;;;Fri Dec 18 02:01:43 MSK 2020;ATM2;;8
353437063765991;Москва, ул. 9-я Парковая, д.41;IP;172.16.1.3:35383;1;+;192.168.1.202:4999;211.8;02.0;485;1;79250975332;;Fri Dec 18 03:11:38 MSK 2020;ATM2;;15
356495043973298;Сиреневый б-р, д. 7;IP;172.16.1.3:35129;1;+;192.168.1.196:4999;110.0;02.0;485;1;;;Fri Dec 18 09:47:48 MSK 2020;ATM2;;18
358799041716361;Москва, ул. Академика Глушко, д.6;IP;172.16.1.3:35238;1;+;192.168.2.146:4999;205.0;-;-;1;79250988610;;Fri Dec 18 10:17:54 MSK 2020;ATM2;;12
356495043926973;Москва, пр-т Рязанский, д.69, Луч А;IP;172.16.1.3:35080;1;+;192.168.2.101:4999;212.8;02.0;485;1;79250988582;;Fri Dec 18 06:30:51 MSK 2020;ATM2;;16

